code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
AAA,2013J,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Success
AAA,2013J,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn/Fail
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Success
AAA,2013J,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Success
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Success
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn/Fail
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn/Fail
AAA,2013J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn/Fail
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Success
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Success
AAA,2013J,M,London Region,A Level or Equivalent,Oct-20,35-55,0,120,Y,Withdrawn/Fail
AAA,2013J,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Success
AAA,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Success
AAA,2013J,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn/Fail
AAA,2013J,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Success
AAA,2013J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Success
AAA,2013J,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Success
AAA,2013J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Withdrawn/Fail
AAA,2013J,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn/Fail
AAA,2013J,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn/Fail
AAA,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2013J,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Success
AAA,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Success
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Success
AAA,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Success
AAA,2013J,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Success
AAA,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Success
AAA,2013J,F,London Region,Lower Than A Level,Oct-20,0-35,0,60,N,Success
AAA,2013J,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Success
AAA,2013J,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Success
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Success
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Success
AAA,2013J,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn/Fail
AAA,2013J,F,North Region,HE Qualification,,35-55,0,60,N,Success
AAA,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Success
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn/Fail
AAA,2013J,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Success
AAA,2013J,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Success
AAA,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Success
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Success
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Success
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Success
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn/Fail
AAA,2013J,M,Ireland,HE Qualification,,35-55,0,60,N,Success
AAA,2013J,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Success
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn/Fail
AAA,2013J,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,Y,Success
AAA,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Success
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Success
AAA,2013J,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Success
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Success
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Success
AAA,2013J,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Success
AAA,2013J,F,London Region,Lower Than A Level,Oct-20,35-55,0,60,N,Success
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Success
AAA,2013J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn/Fail
AAA,2013J,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Success
AAA,2013J,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Success
AAA,2013J,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Success
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Success
AAA,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Success
AAA,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Success
AAA,2013J,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Success
AAA,2013J,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Success
AAA,2013J,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Success
AAA,2013J,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Success
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn/Fail
AAA,2013J,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Success
AAA,2013J,F,North Region,HE Qualification,Oct-20,0-35,0,150,N,Withdrawn/Fail
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Success
AAA,2013J,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Success
AAA,2013J,M,East Anglian Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Success
AAA,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Success
AAA,2013J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Success
AAA,2013J,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Success
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Success
AAA,2013J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Success
AAA,2014J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Success
AAA,2014J,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Success
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Success
AAA,2014J,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Success
AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2014J,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Success
AAA,2014J,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Success
AAA,2014J,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Success
AAA,2014J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Success
AAA,2014J,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Success
AAA,2014J,F,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Success
AAA,2014J,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Success
AAA,2014J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn/Fail
AAA,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Success
AAA,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Success
AAA,2014J,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Success
AAA,2014J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Success
AAA,2014J,M,South East Region,Lower Than A Level,Oct-20,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Success
AAA,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Success
AAA,2014J,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Success
AAA,2014J,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Success
AAA,2014J,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Success
AAA,2014J,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Success
AAA,2014J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Success
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Success
AAA,2014J,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Success
AAA,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Success
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Success
AAA,2014J,M,South East Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Success
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Success
AAA,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Success
AAA,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn/Fail
AAA,2014J,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Success
AAA,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Success
AAA,2014J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Success
AAA,2014J,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Success
AAA,2014J,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Success
AAA,2014J,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Success
AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Success
AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn/Fail
AAA,2014J,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Success
AAA,2014J,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Success
AAA,2014J,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Success
AAA,2014J,M,North Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Success
AAA,2014J,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Success
AAA,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Success
AAA,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Success
AAA,2014J,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn/Fail
AAA,2014J,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Success
AAA,2014J,M,Yorkshire Region,Lower Than A Level,Oct-20,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Success
AAA,2014J,M,East Midlands Region,HE Qualification,Oct-20,35-55,0,60,N,Success
AAA,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Success
AAA,2014J,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Success
AAA,2014J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Success
AAA,2014J,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Success
AAA,2014J,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Success
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Success
AAA,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Success
AAA,2014J,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Success
AAA,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Success
AAA,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Success
AAA,2014J,M,South West Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Success
AAA,2014J,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn/Fail
AAA,2014J,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Success
AAA,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Success
AAA,2014J,M,North Region,Lower Than A Level,,35-55,0,60,N,Success
AAA,2014J,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn/Fail
AAA,2014J,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Success
AAA,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn/Fail
AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Success
AAA,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Success
AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Success
AAA,2014J,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Success
AAA,2014J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn/Fail
AAA,2014J,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Success
AAA,2014J,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Success
AAA,2014J,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Success
AAA,2014J,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2014J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Success
AAA,2014J,M,North Western Region,A Level or Equivalent,Oct-20,35-55,0,60,Y,Success
AAA,2014J,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn/Fail
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Success
AAA,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Success
AAA,2014J,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Success
AAA,2014J,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Success
AAA,2014J,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Success
AAA,2014J,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Success
AAA,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Success
AAA,2014J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Success
AAA,2014J,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Success
AAA,2014J,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn/Fail
AAA,2014J,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Success
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Success
AAA,2014J,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Success
AAA,2014J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Success
AAA,2014J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn/Fail
AAA,2014J,M,Yorkshire Region,A Level or Equivalent,Oct-20,35-55,0,60,N,Success
AAA,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn/Fail
AAA,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn/Fail
AAA,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Success
AAA,2014J,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Success
AAA,2014J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Success
AAA,2014J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Success
AAA,2014J,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Success
AAA,2014J,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn/Fail
AAA,2014J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Success
AAA,2014J,M,East Anglian Region,HE Qualification,Oct-20,0-35,0,120,N,Withdrawn/Fail
AAA,2014J,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Success
AAA,2014J,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Success
AAA,2014J,F,North Region,A Level or Equivalent,,0-35,0,60,N,Success
AAA,2014J,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Success
AAA,2014J,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn/Fail
AAA,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Success
AAA,2014J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Success
AAA,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Success
AAA,2014J,F,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Success
AAA,2014J,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Success
AAA,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Success
AAA,2014J,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Success
AAA,2014J,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Success
AAA,2014J,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,Scotland,HE Qualification,Oct-20,0-35,0,60,N,Success
AAA,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2014J,M,Ireland,HE Qualification,,0-35,0,60,N,Success
AAA,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Success
AAA,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Success
AAA,2014J,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn/Fail
AAA,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Success
AAA,2014J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Success
AAA,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Success
AAA,2014J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Success
AAA,2014J,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn/Fail
AAA,2014J,F,South West Region,A Level or Equivalent,Oct-20,35-55,0,300,N,Withdrawn/Fail
AAA,2014J,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Success
AAA,2014J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Success
AAA,2014J,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Withdrawn/Fail
AAA,2014J,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Withdrawn/Fail
AAA,2014J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Success
AAA,2014J,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Success
AAA,2014J,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Success
AAA,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Success
AAA,2014J,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Success
AAA,2014J,M,West Midlands Region,A Level or Equivalent,,35-55,0,60,N,Success
AAA,2014J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Success
AAA,2014J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Success
AAA,2014J,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Success
AAA,2014J,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Success
AAA,2014J,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Success
AAA,2014J,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Success
AAA,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Success
AAA,2014J,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Success
AAA,2014J,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Success
AAA,2014J,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Withdrawn/Fail
